0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.000986636	0.00410653	0.00625622	0.00783441	0.00903099	0.00995132	0.0106611	0.0112051	0.0116154	0.0119163	0.0121265	0.0122611	0.0123323	0.01235	0.0123226	0.012257	0.0121593	0.0120343	0.0118866	0.0117197	0.0115369	0.011341	0.0111344	0.0109191	0.0106971	0.0104697	0.0102386	0.0100047	0.00976931	0.00953316	0.00929708	0.00906176	0.00882777	0.00859562	0.00836574	0.00813851	0.00791422	0.00769315	0.0074755	0.00726146	0.00705116	0.00684473	0.00664224	0.00644377	0.00624934	0.00605898	0.0058727	0.00569049	0.00551233	0.00533819	0.00516803	0.00500179	0.00483942	0.00468086	0.00452604	0.00437489	0.00422733	0.00408328	0.00394267	0.00380539	0.00367138	0.00354054	0.00341279	0.00328803	0.00316618	0.00304714	0.00293084	0.00281717	0.00270605	0.00259739	0.0024911	0.0023871	0.00228529	0.0021856	0.00208793	0.00199221	0.00189834	0.00180625	0.00171586	0.00162707	0.00153982	0.00145403	0.0013696	0.00128648	0.00120458	0.00112382	0.00104413	0.000965432	0.000887657	0.000810731	0.000734579	0.00065913	0.000584311	0.000510053	0.000436283	0.000362931	0.000289928	0.000217203	0.000144686	7.23083e-005	0	
0.00394265	0.00918328	0.0130839	0.0160504	0.0183382	0.0201131	0.0214881	0.0225439	0.0233402	0.0239231	0.0243286	0.0245857	0.024718	0.0247451	0.0246833	0.0245463	0.0243457	0.0240915	0.0237923	0.0234553	0.023087	0.0226928	0.0222774	0.0218451	0.0213993	0.0209433	0.0204798	0.0200111	0.0195393	0.0190662	0.0185934	0.0181222	0.0176537	0.017189	0.0167288	0.0162741	0.0158252	0.0153829	0.0149474	0.0145192	0.0140985	0.0136855	0.0132805	0.0128835	0.0124946	0.0121139	0.0117413	0.0113769	0.0110206	0.0106724	0.0103321	0.00999971	0.00967503	0.00935798	0.00904842	0.00874619	0.00845115	0.00816314	0.00788198	0.00760753	0.00733959	0.007078	0.00682258	0.00657315	0.00632954	0.00609156	0.00585904	0.00563179	0.00540964	0.0051924	0.00497992	0.004772	0.00456847	0.00436917	0.00417393	0.00398256	0.00379491	0.00361081	0.0034301	0.00325261	0.00307819	0.00290668	0.00273791	0.00257174	0.00240801	0.00224656	0.00208726	0.00192994	0.00177447	0.00162069	0.00146846	0.00131763	0.00116806	0.00101962	0.000872147	0.000725514	0.000579578	0.000434197	0.000289233	0.000144547	0	
0.00885637	0.0156	0.0208458	0.0249452	0.0281584	0.0306749	0.0326344	0.034142	0.0352785	0.0361073	0.0366791	0.0370351	0.037209	0.0372292	0.0371192	0.036899	0.0365857	0.0361938	0.0357357	0.0352224	0.034663	0.0340657	0.0334374	0.0327844	0.0321119	0.0314245	0.0307262	0.0300206	0.0293107	0.0285991	0.0278881	0.0271798	0.0264759	0.0257777	0.0250866	0.0244037	0.0237298	0.0230657	0.022412	0.0217693	0.021138	0.0205184	0.0199107	0.0193151	0.0187317	0.0181606	0.0176018	0.0170553	0.0165209	0.0159987	0.0154884	0.0149899	0.014503	0.0140276	0.0135635	0.0131103	0.0126679	0.0122361	0.0118146	0.0114031	0.0110015	0.0106093	0.0102264	0.00985247	0.00948727	0.00913052	0.00878196	0.00844131	0.0081083	0.00778268	0.00746416	0.0071525	0.00684743	0.0065487	0.00625603	0.00596919	0.00568793	0.00541199	0.00514112	0.00487509	0.00461366	0.00435658	0.00410362	0.00385456	0.00360915	0.00336717	0.0031284	0.00289261	0.00265958	0.00242909	0.00220093	0.00197487	0.0017507	0.0015282	0.00130718	0.0010874	0.000868671	0.000650775	0.000433503	0.000216647	0	
0.0157084	0.0235146	0.029754	0.0347262	0.0386751	0.0417935	0.0442326	0.0461113	0.0475246	0.0485486	0.0492455	0.0496664	0.0498538	0.0498434	0.0496653	0.049345	0.0489043	0.0483621	0.0477345	0.0470354	0.0462769	0.0454695	0.0446223	0.0437432	0.0428393	0.0419164	0.0409799	0.0400343	0.0390836	0.0381313	0.0371803	0.0362332	0.0352922	0.0343594	0.0334362	0.0325242	0.0316245	0.0307381	0.0298657	0.0290082	0.0281659	0.0273393	0.0265288	0.0257345	0.0249565	0.0241951	0.02345	0.0227214	0.0220091	0.021313	0.0206328	0.0199684	0.0193196	0.018686	0.0180675	0.0174636	0.0168742	0.0162988	0.0157372	0.015189	0.0146538	0.0141313	0.0136212	0.0131231	0.0126365	0.0121613	0.011697	0.0112432	0.0107996	0.0103658	0.00994156	0.00952642	0.00912006	0.00872214	0.00833232	0.00795026	0.00757562	0.00720808	0.0068473	0.00649297	0.00614476	0.00580236	0.00546545	0.00513372	0.00480686	0.00448458	0.00416656	0.00385252	0.00354216	0.00323518	0.00293129	0.00263021	0.00233165	0.00203532	0.00174095	0.00144825	0.00115693	0.000866727	0.000577356	0.000288539	0	
0.0244717	0.0329961	0.0399293	0.0455304	0.0500225	0.0535916	0.056391	0.0585461	0.0601598	0.0613169	0.0620878	0.0625312	0.0626965	0.0626254	0.0623535	0.0619112	0.0613246	0.0606159	0.0598047	0.0589078	0.0579397	0.056913	0.0558389	0.054727	0.0535856	0.0524221	0.0512428	0.0500532	0.0488583	0.0476621	0.0464684	0.0452803	0.0441005	0.0429313	0.0417748	0.0406325	0.039506	0.0383964	0.0373047	0.0362317	0.035178	0.0341442	0.0331306	0.0321375	0.0311649	0.030213	0.0292819	0.0283713	0.0274811	0.0266113	0.0257614	0.0249314	0.0241208	0.0233294	0.0225568	0.0218026	0.0210664	0.0203478	0.0196464	0.0189617	0.0182934	0.017641	0.017004	0.016382	0.0157746	0.0151812	0.0146014	0.0140349	0.013481	0.0129395	0.0124098	0.0118915	0.0113842	0.0108875	0.0104008	0.0099239	0.00945622	0.00899741	0.00854705	0.00810473	0.00767006	0.00724265	0.00682209	0.006408	0.006	0.00559771	0.00520075	0.00480875	0.00442135	0.00403817	0.00365885	0.00328304	0.00291037	0.00254049	0.00217305	0.0018077	0.00144408	0.00108185	0.000720655	0.000360154	0	
0.0351118	0.0440686	0.0514367	0.0574437	0.0622927	0.0661594	0.0691938	0.0715224	0.0732517	0.0744715	0.0752576	0.0756741	0.0757754	0.0756082	0.0752122	0.0746219	0.0738667	0.0729723	0.0719607	0.0708514	0.069661	0.0684041	0.0670935	0.0657402	0.0643541	0.0629435	0.0615158	0.0600775	0.0586341	0.0571906	0.055751	0.0543192	0.0528982	0.0514907	0.050099	0.048725	0.0473705	0.0460367	0.0447249	0.0434358	0.0421703	0.0409289	0.039712	0.0385198	0.0373526	0.0362104	0.0350931	0.0340006	0.0329329	0.0318895	0.0308703	0.0298749	0.028903	0.027954	0.0270277	0.0261235	0.0252409	0.0243795	0.0235388	0.0227182	0.0219172	0.0211353	0.0203719	0.0196264	0.0188985	0.0181874	0.0174927	0.0168138	0.0161502	0.0155013	0.0148667	0.0142457	0.0136379	0.0130427	0.0124597	0.0118883	0.011328	0.0107783	0.0102387	0.00970884	0.00918811	0.00867607	0.00817226	0.0076762	0.00718743	0.00670551	0.00622998	0.0057604	0.00529631	0.0048373	0.00438291	0.00393272	0.0034863	0.00304323	0.00260307	0.00216542	0.00172984	0.00129593	0.000863261	0.000431423	0	
0.0475865	0.05673	0.0643051	0.0705152	0.0755451	0.0795596	0.0827023	0.0850978	0.0868531	0.0880599	0.0887971	0.0891321	0.0891229	0.0888196	0.0882653	0.0874974	0.0865481	0.0854457	0.0842146	0.082876	0.0814487	0.0799488	0.0783906	0.0767864	0.075147	0.073482	0.0717995	0.0701068	0.0684101	0.0667149	0.065026	0.0633472	0.0616823	0.0600342	0.0584054	0.0567981	0.0552142	0.0536552	0.0521223	0.0506165	0.0491386	0.0476891	0.0462686	0.0448773	0.0435153	0.0421827	0.0408795	0.0396053	0.0383602	0.0371436	0.0359554	0.034795	0.033662	0.032556	0.0314764	0.0304227	0.0293943	0.0283906	0.0274111	0.026455	0.0255219	0.024611	0.0237217	0.0228534	0.0220055	0.0211773	0.0203682	0.0195775	0.0188046	0.018049	0.0173098	0.0165867	0.0158789	0.0151858	0.0145069	0.0138415	0.0131891	0.012549	0.0119208	0.0113038	0.0106975	0.0101013	0.00951467	0.00893709	0.00836802	0.00780692	0.00725326	0.00670653	0.00616621	0.00563179	0.00510277	0.00457863	0.00405889	0.00354304	0.00303059	0.00252106	0.00201394	0.00150876	0.00100504	0.000502277	0	
0.0618467	0.0709599	0.0785387	0.0847666	0.0898131	0.0938315	0.0969581	0.0993134	0.101003	0.102118	0.102739	0.102934	0.102765	0.102282	0.101532	0.100554	0.0993827	0.0980478	0.0965758	0.0949895	0.093309	0.091552	0.0897337	0.0878677	0.0859656	0.0840379	0.0820934	0.0801401	0.0781847	0.0762331	0.0742906	0.0723615	0.0704497	0.0685583	0.0666903	0.0648479	0.0630331	0.0612476	0.0594926	0.0577692	0.0560783	0.0544204	0.052796	0.0512054	0.0496487	0.0481258	0.0466367	0.0451811	0.0437588	0.0423695	0.0410126	0.0396876	0.0383942	0.0371316	0.0358993	0.0346967	0.033523	0.0323776	0.0312599	0.030169	0.0291043	0.0280651	0.0270506	0.0260601	0.0250928	0.0241481	0.0232252	0.0223233	0.0214419	0.02058	0.0197371	0.0189124	0.0181052	0.0173148	0.0165406	0.0157818	0.0150378	0.014308	0.0135916	0.0128881	0.0121967	0.0115169	0.010848	0.0101895	0.00954064	0.00890088	0.00826962	0.00764626	0.00703021	0.0064209	0.00581774	0.00522015	0.00462758	0.00403945	0.0034552	0.00287427	0.00229611	0.00172015	0.00114585	0.000572648	0	
0.077836	0.0867243	0.094123	0.1002	0.105109	0.108995	0.111985	0.114195	0.115727	0.116671	0.117106	0.117101	0.116719	0.116012	0.115027	0.113804	0.112381	0.110787	0.109051	0.107197	0.105246	0.103216	0.101125	0.0989849	0.0968099	0.0946105	0.0923962	0.0901754	0.0879553	0.0857423	0.0835418	0.0813585	0.0791965	0.0770592	0.0749496	0.0728701	0.0708228	0.0688094	0.0668313	0.0648895	0.062985	0.0611182	0.0592897	0.0574996	0.0557481	0.0540351	0.0523603	0.0507236	0.0491246	0.0475628	0.0460378	0.0445488	0.0430955	0.0416769	0.0402926	0.0389416	0.0376234	0.036337	0.0350817	0.0338568	0.0326613	0.0314944	0.0303554	0.0292434	0.0281576	0.0270971	0.0260611	0.0250488	0.0240594	0.0230921	0.0221461	0.0212205	0.0203146	0.0194276	0.0185588	0.0177073	0.0168724	0.0160534	0.0152496	0.0144601	0.0136844	0.0129216	0.0121711	0.0114322	0.0107042	0.00998635	0.00927808	0.00857867	0.00788748	0.00720385	0.00652713	0.00585666	0.00519183	0.00453198	0.00387649	0.00322472	0.00257606	0.00192988	0.00128555	0.000642468	0	
